Inference for Stan model: 643f7ce1168b679b2f09039d904fab2e.
4 chains, each with iter=10000; warmup=5000; thin=10; 
post-warmup draws per chain=500, total post-warmup draws=2000.

                      mean se_mean    sd     2.5%      25%      50%      75%    97.5% n_eff Rhat
alpha                -0.49    0.03  0.70    -1.40    -0.58    -0.49    -0.37     0.50   640 1.00
mu[12]                3.91    0.00  0.14     3.66     3.80     3.90     4.01     4.19   950 1.00
mu[13]                3.64    0.00  0.12     3.42     3.57     3.64     3.72     3.88  1445 1.00
mu[14]                3.72    0.00  0.12     3.50     3.65     3.72     3.80     3.96  1445 1.00
mu[15]                3.87    0.00  0.12     3.64     3.79     3.87     3.94     4.10  1445 1.00
mu[16]                3.84    0.00  0.12     3.61     3.76     3.83     3.92     4.12  1282 1.00
mu[17]                3.72    0.00  0.13     3.49     3.63     3.72     3.81     4.00  1107 1.00
mu[18]                3.84    0.00  0.12     3.61     3.76     3.83     3.92     4.12  1282 1.00
mu[19]                3.66    0.00  0.12     3.43     3.57     3.65     3.73     3.94  1282 1.00
mu[20]                3.66    0.00  0.12     3.44     3.58     3.66     3.74     3.90  1010 1.01
mu[21]                3.44    0.00  0.12     3.22     3.36     3.44     3.52     3.68  1010 1.01
mu[22]                3.32    0.00  0.12     3.11     3.24     3.32     3.40     3.55   921 1.00
mu[23]                3.32    0.00  0.12     3.11     3.24     3.32     3.40     3.55   921 1.00
mu[24]                3.68    0.00  0.12     3.45     3.61     3.68     3.76     3.91  1373 1.01
mu[25]                3.38    0.00  0.11     3.16     3.31     3.38     3.46     3.61  1441 1.01
mu[26]                3.68    0.00  0.12     3.45     3.61     3.68     3.76     3.91  1373 1.01
mu[27]                3.68    0.00  0.12     3.45     3.61     3.68     3.76     3.91  1373 1.01
mu[28]                3.48    0.01  0.16     3.16     3.37     3.49     3.60     3.79   994 1.00
mu[29]                3.36    0.01  0.14     3.08     3.27     3.37     3.47     3.63   700 1.00
mu[30]                3.36    0.01  0.14     3.08     3.27     3.37     3.47     3.63   700 1.00
mu[31]                3.18    0.01  0.14     2.89     3.08     3.19     3.28     3.44   700 1.00
mu[32]                3.39    0.00  0.11     3.18     3.32     3.39     3.47     3.62  1798 1.00
mu[33]                3.70    0.00  0.13     3.45     3.61     3.70     3.78     3.94  1734 1.00
mu[34]                3.58    0.00  0.11     3.36     3.50     3.58     3.65     3.80  1798 1.00
mu[35]                4.31    0.00  0.13     4.07     4.23     4.32     4.40     4.57  1235 1.00
mu[36]                3.91    0.00  0.13     3.67     3.82     3.91     4.00     4.16  1235 1.00
mu[37]                3.94    0.00  0.12     3.73     3.86     3.94     4.02     4.19  1345 1.00
mu[38]                3.48    0.00  0.12     3.25     3.40     3.48     3.56     3.72  1499 1.00
mu[39]                3.60    0.00  0.12     3.37     3.52     3.60     3.68     3.84  1499 1.00
mu[40]                3.92    0.00  0.10     3.72     3.85     3.92     3.99     4.12  1550 1.01
mu[41]                3.76    0.00  0.10     3.57     3.70     3.76     3.83     3.96  1550 1.01
mu[42]                3.76    0.00  0.10     3.57     3.70     3.76     3.83     3.96  1550 1.01
mu[43]                3.84    0.00  0.14     3.56     3.75     3.85     3.94     4.09  1328 1.00
mu[44]                3.84    0.00  0.14     3.56     3.75     3.85     3.94     4.09  1328 1.00
mu[45]                4.21    0.00  0.14     3.94     4.12     4.21     4.30     4.47  1512 1.00
mu[46]                3.93    0.00  0.14     3.66     3.83     3.92     4.02     4.18  1512 1.00
mu[47]                4.08    0.00  0.14     3.81     3.99     4.08     4.17     4.34  1512 1.00
mu[48]                3.82    0.00  0.12     3.60     3.74     3.82     3.90     4.07  1085 1.00
mu[49]                3.70    0.00  0.12     3.48     3.62     3.70     3.79     3.96  1093 1.00
mu[50]                4.01    0.00  0.12     3.78     3.92     4.00     4.08     4.26  1085 1.00
mu[51]                3.82    0.00  0.12     3.60     3.74     3.82     3.90     4.07  1085 1.00
mu[52]                3.76    0.00  0.11     3.56     3.70     3.76     3.83     3.98  1661 1.00
mu[53]                3.92    0.00  0.11     3.72     3.85     3.92     3.99     4.14  1660 1.00
mu[54]                3.76    0.00  0.11     3.56     3.70     3.76     3.83     3.98  1661 1.00
mu[55]                3.48    0.00  0.12     3.26     3.40     3.48     3.56     3.71  1663 1.00
mu[56]                3.55    0.00  0.12     3.32     3.47     3.55     3.63     3.81  1333 1.00
mu[57]                3.84    0.00  0.12     3.62     3.76     3.84     3.91     4.09   994 1.00
mu[58]                3.78    0.00  0.12     3.55     3.69     3.77     3.85     4.04  1333 1.00
mu[59]                3.78    0.00  0.12     3.55     3.69     3.77     3.85     4.04  1333 1.00
mu[60]                3.85    0.00  0.12     3.62     3.77     3.85     3.94     4.09  1493 1.00
mu[61]                3.33    0.00  0.11     3.13     3.26     3.33     3.40     3.54  1771 1.00
mu[62]                3.33    0.00  0.11     3.13     3.26     3.33     3.40     3.54  1771 1.00
mu[63]                3.55    0.00  0.11     3.35     3.48     3.56     3.62     3.77  1771 1.00
mu[64]                3.62    0.00  0.11     3.38     3.54     3.62     3.69     3.82  1080 1.00
mu[65]                3.62    0.00  0.11     3.38     3.54     3.62     3.69     3.82  1080 1.00
mu[66]                3.62    0.00  0.11     3.38     3.54     3.62     3.69     3.82  1080 1.00
mu[67]                3.62    0.00  0.11     3.38     3.54     3.62     3.69     3.82  1080 1.00
mu[68]                3.90    0.00  0.11     3.68     3.82     3.90     3.97     4.12  1317 1.00
mu[69]                3.90    0.00  0.11     3.68     3.82     3.90     3.97     4.12  1317 1.00
mu[70]                4.03    0.00  0.11     3.81     3.95     4.03     4.11     4.25  1317 1.00
mu[71]                4.15    0.00  0.12     3.91     4.07     4.15     4.23     4.40  1529 1.00
mu[72]                3.80    0.00  0.11     3.59     3.72     3.80     3.87     4.01   971 1.00
mu[73]                3.64    0.00  0.11     3.44     3.57     3.64     3.71     3.85   971 1.00
mu[74]                3.93    0.00  0.11     3.73     3.86     3.93     4.00     4.14   971 1.00
mu[75]                3.80    0.00  0.11     3.59     3.72     3.80     3.87     4.01   971 1.00
mu[76]                3.95    0.00  0.13     3.69     3.87     3.95     4.03     4.19  1742 1.01
mu[77]                3.45    0.00  0.13     3.19     3.37     3.46     3.54     3.70  1742 1.01
mu[78]                3.59    0.00  0.12     3.35     3.52     3.60     3.67     3.82  1752 1.00
mu[79]                3.44    0.00  0.12     3.20     3.36     3.44     3.52     3.67  1752 1.00
mu[80]                3.52    0.00  0.13     3.24     3.44     3.53     3.61     3.76  1263 1.00
mu[81]                3.52    0.00  0.13     3.24     3.44     3.53     3.61     3.76  1263 1.00
mu[82]                3.51    0.00  0.10     3.31     3.44     3.51     3.58     3.72  1862 1.00
mu[83]                3.51    0.00  0.10     3.31     3.44     3.51     3.58     3.72  1862 1.00
mu[84]                3.59    0.00  0.10     3.39     3.52     3.59     3.66     3.80  1862 1.00
mu[85]                3.66    0.00  0.10     3.47     3.60     3.67     3.73     3.87  1862 1.00
mu[86]                3.49    0.00  0.10     3.28     3.42     3.49     3.56     3.67  1807 1.00
mu[87]                3.49    0.00  0.10     3.28     3.42     3.49     3.56     3.67  1807 1.00
mu[88]                3.49    0.00  0.10     3.28     3.42     3.49     3.56     3.67  1807 1.00
mu[89]                3.49    0.00  0.10     3.28     3.42     3.49     3.56     3.67  1807 1.00
mu[90]                3.44    0.00  0.11     3.22     3.37     3.44     3.51     3.64  1510 1.00
mu[91]                3.44    0.00  0.11     3.22     3.37     3.44     3.51     3.64  1510 1.00
mu[92]                3.44    0.00  0.11     3.22     3.37     3.44     3.51     3.64  1510 1.00
mu[93]                3.44    0.00  0.11     3.22     3.37     3.44     3.51     3.64  1510 1.00
mu[94]                3.51    0.00  0.10     3.31     3.44     3.51     3.58     3.70  1191 1.00
mu[95]                3.51    0.00  0.10     3.31     3.44     3.51     3.58     3.70  1191 1.00
mu[96]                3.66    0.00  0.10     3.47     3.60     3.66     3.73     3.86  1191 1.00
mu[97]                3.33    0.00  0.10     3.13     3.26     3.33     3.39     3.52  1191 1.00
mu[98]                3.70    0.00  0.12     3.46     3.62     3.70     3.78     3.94  1780 1.00
mu[99]                3.40    0.00  0.10     3.20     3.32     3.39     3.47     3.61  1457 1.00
mu[100]               3.58    0.00  0.10     3.39     3.50     3.57     3.65     3.79  1457 1.00
mu[101]               2.88    0.00  0.10     2.69     2.81     2.88     2.96     3.09  1457 1.00
mu[102]               4.50    0.00  0.15     4.20     4.40     4.50     4.59     4.79  1074 1.00
mu[103]               5.08    0.00  0.17     4.76     4.96     5.08     5.19     5.41  1305 1.00
mu[104]               4.50    0.00  0.15     4.20     4.40     4.50     4.59     4.79  1074 1.00
mu[105]               4.34    0.00  0.15     4.05     4.24     4.34     4.44     4.63  1074 1.00
mu[106]               3.67    0.00  0.13     3.42     3.59     3.67     3.76     3.94  1544 1.00
mu[107]               5.10    0.00  0.14     4.82     5.00     5.10     5.20     5.39  1650 1.00
mu[108]               4.77    0.00  0.13     4.52     4.69     4.77     4.86     5.03  1544 1.00
mu[109]               5.17    0.00  0.14     4.89     5.07     5.17     5.27     5.45  1650 1.00
mu[110]               5.23    0.00  0.16     4.92     5.11     5.23     5.34     5.54  1667 1.00
mu[111]               4.14    0.00  0.15     3.85     4.04     4.13     4.24     4.45  1148 1.00
mu[112]               5.23    0.00  0.16     4.92     5.11     5.23     5.34     5.54  1667 1.00
mu[113]               4.58    0.00  0.15     4.29     4.48     4.57     4.68     4.89  1148 1.00
mu[114]               5.25    0.00  0.18     4.93     5.13     5.24     5.37     5.61  1293 1.00
mu[115]               5.38    0.00  0.18     5.07     5.26     5.38     5.50     5.74  1293 1.00
mu[116]               5.18    0.00  0.18     4.86     5.06     5.17     5.29     5.53  1293 1.00
mu[117]               4.66    0.00  0.17     4.35     4.54     4.65     4.78     5.03  1274 1.00
mu[118]               4.40    0.00  0.14     4.12     4.30     4.40     4.49     4.68  1349 1.00
mu[119]               4.48    0.00  0.14     4.20     4.38     4.48     4.57     4.76  1349 1.00
mu[120]               3.82    0.00  0.16     3.51     3.71     3.82     3.92     4.12  1661 1.00
mu[121]               4.62    0.00  0.14     4.34     4.53     4.62     4.72     4.90  1349 1.00
mu[122]               5.03    0.00  0.16     4.74     4.92     5.02     5.13     5.34  1438 1.00
mu[123]               4.51    0.00  0.15     4.25     4.41     4.51     4.61     4.82  1284 1.00
mu[124]               5.03    0.00  0.16     4.74     4.92     5.02     5.13     5.34  1438 1.00
mu[125]               4.84    0.00  0.16     4.56     4.74     4.84     4.95     5.16  1438 1.00
mu[126]               4.85    0.00  0.15     4.57     4.74     4.84     4.94     5.17  1416 1.00
mu[127]               4.62    0.00  0.15     4.34     4.52     4.62     4.72     4.94  1416 1.00
mu[128]               4.11    0.00  0.13     3.85     4.02     4.11     4.20     4.38  1631 1.00
mu[129]               4.11    0.00  0.13     3.85     4.02     4.11     4.20     4.38  1631 1.00
mu[130]               4.88    0.00  0.16     4.57     4.77     4.88     4.98     5.20  1504 1.00
mu[131]               4.18    0.00  0.14     3.91     4.09     4.18     4.28     4.45  1801 1.00
mu[132]               4.88    0.00  0.16     4.57     4.77     4.88     4.98     5.20  1504 1.00
mu[133]               4.88    0.00  0.16     4.57     4.77     4.88     4.98     5.20  1504 1.00
mu[134]               4.68    0.01  0.19     4.30     4.55     4.68     4.81     5.05  1100 1.00
mu[135]               4.16    0.00  0.16     3.86     4.06     4.17     4.27     4.47  1008 1.00
mu[136]               4.16    0.00  0.16     3.86     4.06     4.17     4.27     4.47  1008 1.00
mu[137]               3.98    0.00  0.16     3.68     3.88     3.98     4.09     4.29  1008 1.00
mu[138]               4.19    0.00  0.13     3.93     4.11     4.19     4.28     4.44  1479 1.00
mu[139]               4.89    0.00  0.16     4.58     4.78     4.89     5.00     5.20  1382 1.00
mu[140]               4.38    0.00  0.13     4.12     4.29     4.38     4.47     4.63  1479 1.00
mu[141]               4.86    0.00  0.13     4.62     4.77     4.86     4.94     5.12  1499 1.00
mu[142]               5.49    0.00  0.15     5.21     5.39     5.49     5.59     5.79  1354 1.00
mu[143]               5.09    0.00  0.15     4.80     4.98     5.09     5.19     5.39  1354 1.00
mu[144]               4.73    0.00  0.13     4.49     4.64     4.72     4.81     4.99  1499 1.00
mu[145]               4.80    0.00  0.15     4.51     4.70     4.79     4.89     5.10  1668 1.00
mu[146]               4.24    0.00  0.15     3.95     4.14     4.24     4.33     4.54  1668 1.00
mu[147]               4.35    0.00  0.15     4.07     4.25     4.35     4.45     4.66  1668 1.00
mu[148]               4.35    0.00  0.15     4.07     4.25     4.35     4.45     4.66  1668 1.00
mu[149]               2.75    0.00  0.11     2.53     2.68     2.75     2.83     2.98  1621 1.00
mu[150]               4.70    0.00  0.11     4.48     4.62     4.69     4.77     4.92  1621 1.00
mu[151]               4.54    0.00  0.11     4.33     4.47     4.54     4.62     4.77  1621 1.00
mu[152]               4.54    0.00  0.11     4.33     4.47     4.54     4.62     4.77  1621 1.00
mu[153]               4.60    0.00  0.14     4.30     4.51     4.61     4.70     4.86  1765 1.00
mu[154]               4.45    0.00  0.14     4.15     4.36     4.45     4.54     4.71  1765 1.00
mu[155]               4.60    0.00  0.14     4.30     4.51     4.61     4.70     4.86  1765 1.00
mu[156]               4.60    0.00  0.14     4.30     4.51     4.61     4.70     4.86  1765 1.00
mu[157]               5.36    0.00  0.17     5.04     5.25     5.36     5.46     5.68  2000 1.00
mu[158]               5.07    0.00  0.17     4.75     4.96     5.08     5.18     5.39  2000 1.00
mu[159]               5.23    0.00  0.17     4.90     5.11     5.23     5.33     5.55  2000 1.00
mu[160]               4.71    0.00  0.15     4.42     4.61     4.71     4.81     5.01  1766 1.00
mu[161]               5.01    0.00  0.14     4.74     4.91     5.01     5.10     5.29  1389 1.00
mu[162]               4.49    0.00  0.14     4.23     4.40     4.48     4.59     4.77  1238 1.00
mu[163]               5.19    0.00  0.14     4.92     5.09     5.19     5.28     5.48  1389 1.00
mu[164]               5.01    0.00  0.14     4.74     4.91     5.01     5.10     5.29  1389 1.00
mu[165]               4.56    0.00  0.12     4.33     4.48     4.55     4.64     4.80  1515 1.00
mu[166]               4.71    0.00  0.12     4.49     4.63     4.71     4.79     4.95  1517 1.00
mu[167]               4.56    0.00  0.12     4.33     4.48     4.55     4.64     4.80  1515 1.00
mu[168]               4.67    0.00  0.15     4.38     4.56     4.66     4.77     4.96  1482 1.00
mu[169]               4.74    0.00  0.15     4.47     4.64     4.73     4.83     5.04  1222 1.00
mu[170]               4.63    0.00  0.13     4.38     4.54     4.62     4.72     4.92  1493 1.00
mu[171]               4.96    0.00  0.15     4.69     4.87     4.95     5.05     5.27  1222 1.00
mu[172]               4.96    0.00  0.15     4.69     4.87     4.95     5.05     5.27  1222 1.00
mu[173]               5.04    0.00  0.15     4.75     4.94     5.04     5.14     5.33  1730 1.00
mu[174]               4.12    0.00  0.12     3.88     4.04     4.12     4.20     4.36  1782 1.00
mu[175]               4.12    0.00  0.12     3.88     4.04     4.12     4.20     4.36  1782 1.00
mu[176]               4.34    0.00  0.12     4.11     4.26     4.35     4.42     4.59  1782 1.00
mu[177]               4.41    0.00  0.13     4.14     4.33     4.42     4.50     4.67  1142 1.00
mu[178]               4.41    0.00  0.13     4.14     4.33     4.42     4.50     4.67  1142 1.00
mu[179]               4.41    0.00  0.13     4.14     4.33     4.42     4.50     4.67  1142 1.00
mu[180]               4.41    0.00  0.13     4.14     4.33     4.42     4.50     4.67  1142 1.00
mu[181]               4.64    0.00  0.16     4.33     4.53     4.64     4.75     4.97  1420 1.00
mu[182]               4.64    0.00  0.16     4.33     4.53     4.64     4.75     4.97  1420 1.00
mu[183]               4.78    0.00  0.16     4.47     4.67     4.78     4.89     5.10  1420 1.00
mu[184]               5.29    0.00  0.17     4.97     5.18     5.29     5.40     5.63  1637 1.00
mu[185]               4.60    0.00  0.13     4.34     4.51     4.59     4.68     4.87  1041 1.00
mu[186]               4.44    0.00  0.13     4.19     4.35     4.44     4.53     4.71  1041 1.00
mu[187]               4.73    0.00  0.13     4.48     4.64     4.73     4.82     5.00  1041 1.00
mu[188]               4.60    0.00  0.13     4.34     4.51     4.59     4.68     4.87  1041 1.00
mu[189]               5.09    0.00  0.18     4.73     4.97     5.09     5.21     5.44  1647 1.00
mu[190]               4.80    0.00  0.18     4.44     4.68     4.80     4.92     5.15  1647 1.00
mu[191]               4.69    0.00  0.16     4.39     4.58     4.69     4.80     5.01  1300 1.00
mu[192]               4.20    0.00  0.16     3.90     4.09     4.20     4.31     4.52  1300 1.00
mu[193]               4.24    0.00  0.14     3.97     4.15     4.24     4.33     4.51  1748 1.00
mu[194]               4.24    0.00  0.14     3.97     4.15     4.24     4.33     4.51  1748 1.00
mu[195]               4.39    0.00  0.14     4.12     4.30     4.39     4.49     4.67  1748 1.00
mu[196]               4.24    0.00  0.14     3.97     4.15     4.24     4.33     4.51  1748 1.00
mu[197]               4.27    0.01  0.16     3.95     4.16     4.27     4.38     4.59   822 1.00
mu[198]               4.56    0.01  0.16     4.23     4.44     4.56     4.66     4.87   822 1.00
mu[199]               4.09    0.01  0.16     3.76     3.97     4.09     4.19     4.40   822 1.00
mu[200]               4.27    0.01  0.16     3.95     4.16     4.27     4.38     4.59   822 1.00
mu[201]               4.31    0.00  0.13     4.07     4.22     4.30     4.39     4.55  1902 1.00
mu[202]               4.31    0.00  0.13     4.07     4.22     4.30     4.39     4.55  1902 1.00
mu[203]               4.39    0.00  0.13     4.15     4.30     4.38     4.47     4.63  1902 1.00
mu[204]               4.46    0.00  0.13     4.22     4.38     4.46     4.54     4.71  1902 1.00
mu[205]               4.28    0.00  0.13     4.03     4.20     4.28     4.37     4.53  1905 1.00
mu[206]               4.28    0.00  0.13     4.03     4.20     4.28     4.37     4.53  1905 1.00
mu[207]               4.28    0.00  0.13     4.03     4.20     4.28     4.37     4.53  1905 1.00
mu[208]               4.28    0.00  0.13     4.03     4.20     4.28     4.37     4.53  1905 1.00
mu[209]               4.24    0.00  0.13     3.98     4.15     4.24     4.33     4.48  1290 1.00
mu[210]               4.24    0.00  0.13     3.98     4.15     4.24     4.33     4.48  1290 1.00
mu[211]               4.24    0.00  0.13     3.98     4.15     4.24     4.33     4.48  1290 1.00
mu[212]               4.24    0.00  0.13     3.98     4.15     4.24     4.33     4.48  1290 1.00
mu[213]               4.30    0.00  0.12     4.07     4.22     4.30     4.39     4.54  1236 1.00
mu[214]               4.30    0.00  0.12     4.07     4.22     4.30     4.39     4.54  1236 1.00
mu[215]               4.46    0.00  0.12     4.22     4.37     4.46     4.54     4.69  1236 1.00
mu[216]               4.12    0.00  0.12     3.89     4.04     4.12     4.21     4.36  1236 1.00
mu[217]               4.89    0.00  0.15     4.60     4.79     4.88     4.98     5.20  1427 1.00
mu[218]               4.19    0.00  0.13     3.95     4.10     4.19     4.28     4.44  1580 1.00
mu[219]               4.37    0.00  0.13     4.13     4.28     4.37     4.46     4.62  1580 1.00
mu[220]               3.68    0.00  0.13     3.44     3.59     3.68     3.76     3.93  1580 1.00
mu_phi[1]            22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[2]            22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[3]            22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[4]            22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[5]            22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[6]            10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[7]            10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[8]            10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[9]            22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[10]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[11]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[12]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[13]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[14]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[15]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[16]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[17]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[18]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[19]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[20]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[21]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[22]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[23]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[24]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[25]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[26]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[27]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[28]           10.56    0.10  3.65     5.08     7.98    10.07    12.56    18.85  1318 1.00
mu_phi[29]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[30]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[31]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
mu_phi[32]           22.31    0.31 10.14    10.49    15.72    20.04    26.21    48.41  1049 1.00
